,Datetime,Adj Close,Close,High,Low,Open,Volume
39837,2025-07-31 12:30:00,,208.89520263671875,208.9900054931641,208.8800048828125,208.9499969482422,50691.0
40035,2025-07-31 12:31:00,,208.9850006103516,209.0,208.8600006103516,208.8999938964844,47143.0
40235,2025-07-31 12:32:00,,209.0449981689453,209.0475006103516,208.92999267578125,208.9900054931641,93002.0
40428,2025-07-31 12:33:00,,209.0500030517578,209.1499938964844,209.02999877929688,209.0399932861328,87072.0
40630,2025-07-31 12:34:00,,209.00999450683597,209.0800018310547,208.9949951171875,209.0500030517578,57663.0
40831,2025-07-31 12:35:00,,209.02999877929688,209.0364990234375,208.97000122070312,209.0050048828125,49169.0
41010,2025-07-31 12:36:00,,209.0590057373047,209.08999633789065,209.02999877929688,209.0399932861328,32911.0
41202,2025-07-31 12:37:00,,208.9499969482422,209.06500244140625,208.943603515625,209.05039978027344,64531.0
41386,2025-07-31 12:38:00,,208.9600067138672,209.0500030517578,208.9550018310547,208.9550018310547,38280.0
41599,2025-07-31 12:39:00,,209.1450042724609,209.14990234375,208.92999267578125,208.94000244140625,94984.0
41807,2025-07-31 12:40:00,,209.1499938964844,209.19549560546875,209.1100006103516,209.1499938964844,44975.0
42008,2025-07-31 12:41:00,,209.1499938964844,209.1699981689453,209.05999755859372,209.13999938964844,58474.0
42196,2025-07-31 12:42:00,,209.2749938964844,209.2749938964844,209.14010620117188,209.1450042724609,70857.0
42396,2025-07-31 12:43:00,,209.2749938964844,209.3152008056641,209.24009704589844,209.26499938964844,95813.0
42603,2025-07-31 12:44:00,,209.25,209.30999755859372,209.2250061035156,209.2760009765625,75257.0
42821,2025-07-31 12:45:00,,209.20480346679688,209.37989807128903,209.18099975585935,209.25999450683597,145481.0
43050,2025-07-31 12:46:00,,209.0200042724609,209.2400054931641,209.0200042724609,209.2050018310547,76125.0
43291,2025-07-31 12:47:00,,209.0200042724609,209.08999633789065,208.97999572753903,209.0249938964844,55513.0
43512,2025-07-31 12:48:00,,209.04730224609372,209.05499267578125,209.0,209.0200042724609,47321.0
43719,2025-07-31 12:49:00,,209.08999633789065,209.1199951171875,209.00999450683597,209.0200042724609,61013.0
43934,2025-07-31 12:50:00,,209.17999267578125,209.19000244140625,209.08009338378903,209.08999633789065,88871.0
44116,2025-07-31 12:51:00,,209.1000061035156,209.1999969482422,209.0,209.1699981689453,95240.0
44318,2025-07-31 12:52:00,,208.9949951171875,209.13499450683597,208.9900054931641,209.0988006591797,56630.0
44521,2025-07-31 12:53:00,,209.0,209.05499267578125,208.9600067138672,208.9900054931641,64487.0
44709,2025-07-31 12:54:00,,209.13040161132807,209.13040161132807,209.00999450683597,209.00999450683597,47941.0
44903,2025-07-31 12:55:00,,209.10499572753903,209.2700042724609,209.08999633789065,209.1300048828125,120614.0
45096,2025-07-31 12:56:00,,209.0850067138672,209.1699981689453,209.05999755859372,209.10580444335935,104944.0
45295,2025-07-31 12:57:00,,209.1699981689453,209.17999267578125,209.07000732421875,209.0850067138672,51020.0
45474,2025-07-31 12:58:00,,209.1699981689453,209.19000244140625,209.1150054931641,209.1699981689453,73055.0
45658,2025-07-31 12:59:00,,209.06719970703125,209.19000244140625,208.99020385742188,209.1699981689453,73579.0
45857,2025-07-31 13:00:00,,209.00999450683597,209.1000061035156,208.9900054931641,209.06820678710935,53035.0
46054,2025-07-31 13:01:00,,209.01499938964844,209.08990478515625,208.97000122070312,209.00999450683597,52146.0
46232,2025-07-31 13:02:00,,208.8903961181641,209.0,208.7400054931641,209.0,116426.0
46464,2025-07-31 13:03:00,,209.00999450683597,209.00999450683597,208.8600006103516,208.89990234375,104562.0
46656,2025-07-31 13:04:00,,209.0200042724609,209.1103973388672,208.98800659179688,209.00999450683597,90942.0
46863,2025-07-31 13:05:00,,209.1000061035156,209.1300048828125,209.02999877929688,209.0399932861328,66748.0
47059,2025-07-31 13:06:00,,209.2899932861328,209.30990600585935,209.1100006103516,209.1100006103516,122571.0
47243,2025-07-31 13:07:00,,209.32000732421875,209.44000244140625,209.3000030517578,209.3000030517578,200966.0
47445,2025-07-31 13:08:00,,209.33999633789065,209.3999938964844,209.2400054931641,209.3300018310547,127787.0
47644,2025-07-31 13:09:00,,209.38999938964844,209.42999267578125,209.2700042724609,209.3600006103516,81013.0
47834,2025-07-31 13:10:00,,209.5449981689453,209.6199951171875,209.3300018310547,209.3800048828125,147837.0
48005,2025-07-31 13:11:00,,209.7198944091797,209.7198944091797,209.5200042724609,209.53579711914065,156524.0
48194,2025-07-31 13:12:00,,209.53500366210935,209.78500366210935,209.50999450683597,209.7100067138672,151435.0
48389,2025-07-31 13:13:00,,209.8300018310547,209.8300018310547,209.5399932861328,209.5500030517578,134374.0
48585,2025-07-31 13:14:00,,209.66099548339844,209.83999633789065,209.6000061035156,209.8249969482422,124249.0
48779,2025-07-31 13:15:00,,209.48019409179688,209.65499877929688,209.4499969482422,209.65499877929688,105596.0
48992,2025-07-31 13:16:00,,209.5,209.5500030517578,209.44000244140625,209.4900054931641,60094.0
49193,2025-07-31 13:17:00,,209.6652984619141,209.6999969482422,209.4700927734375,209.4900054931641,48585.0
49377,2025-07-31 13:18:00,,209.49169921875,209.6757049560547,209.42010498046875,209.66000366210935,67100.0
49630,2025-07-31 13:19:00,,209.44500732421875,209.5500030517578,209.42999267578125,209.4949951171875,97553.0
49838,2025-07-31 13:20:00,,209.4900054931641,209.52999877929688,209.43310546875,209.43499755859372,131762.0
50050,2025-07-31 13:21:00,,209.26499938964844,209.4900054931641,209.25999450683597,209.4850006103516,119991.0
50263,2025-07-31 13:22:00,,209.2700042724609,209.2700042724609,209.19500732421875,209.26499938964844,60103.0
50481,2025-07-31 13:23:00,,209.3600006103516,209.38999938964844,209.22999572753903,209.25999450683597,74608.0
50706,2025-07-31 13:24:00,,209.2050018310547,209.3500061035156,209.17999267578125,209.3500061035156,63115.0
50928,2025-07-31 13:25:00,,209.1150054931641,209.23049926757807,209.1056060791016,209.2050018310547,68819.0
51180,2025-07-31 13:26:00,,208.97000122070312,209.1100006103516,208.9199981689453,209.1000061035156,93826.0
51453,2025-07-31 13:27:00,,208.75540161132807,208.97999572753903,208.7350006103516,208.94000244140625,75239.0
51703,2025-07-31 13:28:00,,208.5200042724609,208.72999572753903,208.50100708007807,208.72000122070312,153147.0
51951,2025-07-31 13:29:00,,208.6649932861328,208.7100067138672,208.5,208.5153045654297,76993.0
52188,2025-07-31 13:30:00,,208.47999572753903,208.7310028076172,208.460205078125,208.6649932861328,108096.0
52415,2025-07-31 13:31:00,,208.55999755859372,208.6230010986328,208.44000244140625,208.4600067138672,68528.0
52621,2025-07-31 13:32:00,,208.3600006103516,208.55039978027344,208.32730102539065,208.5500030517578,99799.0
52877,2025-07-31 13:33:00,,208.4550018310547,208.51010131835935,208.3600006103516,208.3600006103516,65863.0
53115,2025-07-31 13:34:00,,208.47000122070312,208.5498962402344,208.44000244140625,208.47000122070312,65206.0
53325,2025-07-31 13:35:00,,208.6412048339844,208.66000366210935,208.47000122070312,208.47000122070312,90952.0
53534,2025-07-31 13:36:00,,208.69000244140625,208.70989990234372,208.5800018310547,208.6300048828125,46387.0
53753,2025-07-31 13:37:00,,208.72659301757807,208.77999877929688,208.67999267578125,208.6999969482422,70365.0
53960,2025-07-31 13:38:00,,208.63999938964844,208.7449951171875,208.6199951171875,208.7400054931641,64677.0
54183,2025-07-31 13:39:00,,208.7458038330078,208.7700042724609,208.6499938964844,208.6499938964844,62593.0
54383,2025-07-31 13:40:00,,208.53500366210935,208.7700042724609,208.52999877929688,208.72000122070312,67902.0
54564,2025-07-31 13:41:00,,208.8300018310547,208.8800048828125,208.5399932861328,208.5399932861328,60977.0
54746,2025-07-31 13:42:00,,208.57000732421875,208.8300018310547,208.56500244140625,208.82000732421875,71963.0
54931,2025-07-31 13:43:00,,208.47000122070312,208.57640075683597,208.4199981689453,208.57640075683597,63839.0
55134,2025-07-31 13:44:00,,208.65499877929688,208.6696929931641,208.47999572753903,208.47999572753903,54436.0
55333,2025-07-31 13:45:00,,208.90499877929688,208.91000366210935,208.66000366210935,208.66000366210935,66077.0
55535,2025-07-31 13:46:00,,208.75,208.9199981689453,208.71499633789065,208.90499877929688,56389.0
55735,2025-07-31 13:47:00,,208.77999877929688,208.83999633789065,208.6999969482422,208.72999572753903,66884.0
55963,2025-07-31 13:48:00,,208.7400054931641,208.8000030517578,208.67010498046875,208.77999877929688,46613.0
56173,2025-07-31 13:49:00,,208.75,208.7700042724609,208.67599487304688,208.70620727539065,58451.0
